sentiment,review_body,product_category
0,This design looks really sharp on the image  but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft  with a gray jersey lining  it felt more like a padded jacket than a constructed blazer.      i also thought the cut was small if you have a bust larger than a b  i felt like i was busting out of a size 8  and i am a 34d.,Jackets
0,The vest looks  so stylish on. it makes a regular t shirt look edgy with it on. i love the vest but the price is too high,Jackets
0,"How can some reviewers say this jacket is true to size  yet others say it runs small? i think it's because this jacket is cropped. by the time i took advantage of the fall perks 20 percent discount  the xs peach was sold out so i ended up ordering size s. i also got the xs gray to compare. sure enough  the xs looks better but is cropped on me. for ref  i'm 5' 5""  32a  115 lbs. i don't really need another almost black jacket so i'm either sized out or have to exchange for xs peach to wear with dr",Jackets
0,The color and design/style are cute but i found this to be too oversized. if you want to layer it  then it might be for you  but i was hoping for more of a tailored look.,Jackets
1,"Great jacket for night time in the south this time of year ... very nice fabric  great classic style with a little twist... love retailerplogy ... being an older female  sometimes things can look boring ....i love to dress in fun clothes ... finding something that will work for all ages and that is a ""little out side the lines "" is very nice!!!!",Jackets
1,I love the design of this cape. most capes are coats which can only be wore in the fall months here in the midwest since winter is too cold. this cape is more like a layering piece for indoors similar to a cardigan sweater  which i like. it can be wore in an office setting or out on the town with jeans. the constructions is well made as well,Jackets
1,Great color and shape for all seasons. i was so elated to get this piece on sale! love it!,Jackets
1,"I received this jacket in the mail today. i wasn't sure of my size so i ordered the s & m. i opened the medium first and found that to fit me well. i never tried the small on. fyi  i am 5'5""  125 lbs. & 34a in the chest. it allowed some ""give"" room for layering  like the picture of the model. this is a very cute jacket  no doubt about it. i like the combo of the linen with the leather. the outside of the jacket is well constructed. the reason i put 4 stars and said ""but"" is because of the unfini",Jackets
1,Love love love. i tried it on a whim when returning a shipped item. it's gorgeous and incredibly flattering. runs large (it's drapey and would likely look good in your normal size since you can synch the waist  but probably best to size down as it seemed large in the bust size - which isn't an issue i usually run into).     it's quickly become a great staple for work. definitely pair it with bodycon pants/ leggings/ skinny jeans - and it looks unique and very professional.,Jackets
1,"This jacket has a nautical look which is a refreshing change for this year. it is double breasted & a stretchy cotton  which i love. i am a big fan of cotton. it appealed to me so much that i ordered both the white & the navy in the regular size small. i am of small build at 5'3""  117# & expected that the sleeves c/b a little long. i avoid ordering petite size jackets b/c sometimes they are snug in the shoulders. ok  so the regular s was a good length at the bottom of my hips  but arms were bagg",Jackets
1,Super cute! no complaints! fun print! light weight soft material!,Jackets
1,Saw this jacket online and decided to search in store for it! i found it  and although it definitely looks more mustard in the picture online compared to the bright yello it really is  i felt it fit very well! it runs large  i usually am a size 6  however  i ended up buying a size 4 for a more fitted cropped appearance. the material is heavy but made very well  and feels great on! i recommend this blazer for any female that wants to brighten her closet up for spring!,Jackets
1,This is a very loose fitting style jacket. if you like your jackets oversized  get your regular size. if you prefer the slightly loose (but not baggy) fit like the product photo  size down. as noted by another reviewer  the sleeves are incredibly long. i would say if you are a typical size 0 or 2 (unless you like the oversized fit)  you are likely sized out of this jacket. it's a shame  because the quality is great and the windowpane print is beautiful. i'm sadly sized out.,Jackets
-1,I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,I was excited to see these jeans since they came in petite sizes and had a short inseam... unfortunately after ordering/returning several pairs  i found out that these are actually not petite jeans. please beware that if you are ordering these for the shorter inseam  they are actually 28 in... not 24 in as in the description. other than the inseam issues  they fit like typical paige denim.,Jeans
-1,As a tall girl  i was thrilled to see that these pants come in longs! they are amazing for dressing up (or sassing up) and outfit. i anxiously anticipated their arrival and wore them the very first night i bought them. however  as someone previously mentioned the quality is poor. after wearing them to they symphony  the knee tore while i was sitting in my seat! i really don't see a way to avoid this from happening since i had not moved. i'm sooo upset because i absolutely loved these pants!,Jeans
-1,I absolutely love mother jeans  but i unfortunately had to return these ones. this particular style seemed to run pretty small. too  i always size up in white jeans  and even the size up that i had ordered were just too tight. i typically wear a 28 in mother  and ordered a 29 in these.,Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,I agree with other reviewer  the material of these jeans is not the same! thin  stretches  and you end up pulling them up all the time. i am a short  curvy girl and would love to have the old jean fabric back! this seems to be the trend in jeans?nydj also uses this fabric?stretches too much.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,Can't pants. the material is lightweight and perfect for summer. however i felt they were cut narrow in the hips. i am a solid size 30/8 and i couldn't get the 30 over my hips.,Jeans
0,I think you have to have stick legs/legs for days for this style to fit as pictured. i thought i had found the perfect boyfriend jean  but once these babies arrived i was really disappointed. the color is slightly brighter than the picture  which is fine  though i was digging the slightly greyed look.    anyway  these were loose in the waist and crotch and fit snugly everywhere else. i have a fairly athletic build  so it's not uncommon for me to have issues with fit around the calves and thighs ,Jeans
0,"I wear a typical 25 in coh jeans and i ordered these in a 25. they fit but they feel more like jeggings than skinny jeans. the wash isn't as faded out as in the picture. and at 5'2"" the rip is right at my kneecap. i bought these for the distressed wash  and will probably return this pair as it looks darker and less faded in person. i look nothing like the model does in this pair of jeans.",Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,These jeans look slouchy and shorter in the pic which was exactly what i was looking for  but they fit more like regular boot cuts on me and proved to be much longer than expected. i have fairly long legs and most jeans hit me like they do on the models  but these were very long. i only buy citizens of humanity and paige jeans and i can almost always buy online for them when it comes to skinny jeans  but these did not fit the same as their other styles. they are good quality and would probably f,Jeans
0,I love the style  but it didn't work for me. i ordered the r size. they were way too too long. i generally wear size 26  and the r length works with most retailer pants. with this particular pant  i could barely pull up the zipper. i'm not sure what happened bc i haven't gained any additional weight. i am 5'2  and 110 lbs. unfortunately  i had to return the pants. i think the design is for supermodels. maybe a petite size would have worked? the p was out of stock. good luck!,Jeans
0,"I think these jeans are good for people with long lean legs. i'm 5'7"" 155 lbs and the wide cuff made my legs look short and stubby. the weight of the jeans is a little on the heavier side - i usually like soft denim. i usually wear a 31 and thought they were true to size.",Jeans
0,I ordered these in my usual size and could barely get them on. they fit ike tight leggings. they have spandex that is comfortable and they will probably stretch as you wear them . i exchanged for the next size up  because the style is great for year -round and the quality excellent. i live 2 hours from a store  i would either order up at least one size or try them on in store.,Jeans
1,I thought these pants had a great fit and the color is fabulous  i would have preferred a 30 inch inseam  but 31 is by far better than 34  that many designer jeans at department stores run.,Jeans
1,"I've been trying on ""boyfriend"" jeans for more than a year  finally found a pair that fit and were comfortable. many of them had no stretch at all and were very uncomfortable. these have just enough stretch  but not too much. i usually wear a 29-30  tried on the 29 which were comfortable but too loose at the waist. the 28 were a perfect fit.  i'm 5'8""  140lbs.",Jeans
1,"Fell in love with these instantly in the dressing room. it was more than i wanted to spend but i don't regret it. quality is great  denim is just the right thickness  i love the wash... will be wearing these a lot. just like my other pilcros!  i'm 5'8"" 125 lbs. size 28 fits perfect and the length is just right.",Jeans
1,Love the cut on these cords as well as the fabric. it's a somewhat thin corduroy with a nice little stretch which makes them very comfortable and very flattering. they are true to size. i got the grey which is a pretty  light grey without the heavy blue undertone you often get in grey fabric.  great cords!,Jeans
1,Lots of stretch in fabric so pants fit well. length is perfect for me. i'm almost 5ft 6 in and they hit at bottom of ankles with slightly extra fabric so flats  heels  or boots work great with these pants. i bought size 29 and i'm 135 lbs. colors in pants are beautiful. many different colored tops go well with them,Jeans
1,"Perfection! i am 5'3""/108 and the size 25 fit me like a glove. beautiful color too!! highly recommend!!",Jeans
1,I bought my first pair of ag stevie jeans at retailer six years ago and have been in love with them ever since. still love the style and fit but have never been able to find another pair made of the same jean material. my first pair are just a wear away from having holes and was hoping this new pair would be the perfect replacement but although great  just not the same.,Jeans
1,I love these pants and wear them all the time. i wish they hadn't been discontinued,Jeans
1,These jeans are so comfortable and do not stretch out enough to size down  in my opinion. right when i put them on i could tell they fit perfectly. i have been buying pilcros for several years and have not been happy with the stet ankle jeans from the last 2 yrs because although they were very flattering when you first put them on  they stretched out so much it was annoying.   these script jeans are amazing  flattering and are a nice lightweight denim. i wore them a few times before washing and,Jeans
-1,I had hopes for this shirt but was disappointed in the fabric...it's very stiff and heavy for a summer blouse. will be returning it.,Knits
-1,I was surprised by the other reviews. expected to live in this all winter but found the style bulky and awkward. the hi-low cut with so much bulk just wasn't flattering. i wish the armholes had been larger so that the body of the shirt would have fallen closer to my body. the armholes are the size of a fitted shirt which pulls the shirt wide rather than allowing it to drape a bit more. it is incredibly soft but just not as comfortable as i'd hoped. it went back.,Knits
-1,After reading all the reviews and sizing down one size. i got my top size m  i usually wear m/l depending on the style. i'm 6 ft tall  160 lb  i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though  and very nice pale peach color. no would not recommend  unless you wear 3xxxl,Knits
-1,I was so excited when i purchased this top! it was going to be my go to for running around  as it looked super cute with leggings and boots! the softness alone made me feel like i was wearing my pajamas.....so comfy! that all changed after one washing......it is now pilling and not nearly as soft as before! makes me sad  but it is going back!,Knits
-1,The material was thin  showed every lump you'd rather hide and clung to the body. even the sleeves were tight. looked inexpensive.,Knits
-1,Bought two of these because i loved the way they fit off of the rack. washed them according to directions and they were ruined. the material shrank up making the shirt short and boxy and the side panels ended up being rippled. definitely going to try to return these.,Knits
-1,"1.) if you look at the 4th photo of the grey shirt and zoom in you can get an accurate view of the back: this shirt is attached in not one  but two places in the back (in the photos of the black shirt it looks like it is only attached  or ""knotted"" in one place  and that is not the case). disappointing.   ----------  2.) unless you want to wear this as an off-the-shoulder shirt with a strapless bra size down. caveat: sizing down will become problematic though for those with large arms as the sle",Knits
-1,I purchased this top in the rose and steel blue colors even though the majority of reviews says it shrinks even when you wash per the instructions. i called the local retailer store first to see if it could be returned if this happened and they said yes  no problem. well the reviews are correct. i washed just the rose colored top so i could compare it to the steel blue if it did shrink. i am returning them this evening. i will not take the time or spend the money to dry clean a tank. it is made ve,Knits
-1,I just got this and couldn't wait to wear it to work today. it is such a pretty designed top. unfortunately  it is falling apart as i write this review. one sleeve is unraveling. there are strings hanging off all over the lacy arms. am so disappointed in the quality. i'll be sending it back when i get home.,Knits
0,The fabric is really itchy  i felt like i was wearing a carpet  and it reminded me of the 70's fabric crimplene. this will not be comfy in humid weather. the top also had a strange synthetic odor.it was returned.,Knits
0,This is such a beautiful top with pretty  vivid colors and soft fabric but the execution is wrong. the front is fine  the smocked upper portion is very flattering but then you turn around and the back fits like a cape. there is a ton of fabric especially in the upper portion of the shoulders and upper back  with pleats that begin under the ruffled neck and billow out. i got an xxsp (5'  103 lbs) so couldn't size down. please retailer no more billowy tops!!  so sad to have to return this one.,Knits
0,Loved the bright pattern online and had hoped it had a similar fit to the tyla ts which i love. in actuality this was a lot boxier. the cut was shorter in length  too short for my 5'10 frame. the width was rather boxy and unflattering  particularly with the wide arm holes and flat cuffed sleeves. also the pattern looked a little cheap in person  way less spectacular than retailers typical gorgeous vibrant patterns. this is going back i'm afraid.,Knits
0,I am wearing a medium in the photos and for reference my measurements are 38-30-40. i did not purchase this top.,Knits
0,This lift weight cardigan is true to size  perfect for fall or spring. colors are quite nice  especially the little pops of orange.,Knits
0,"If you are like me and your shoulders are broader than your hips  the boat-neck on this won't be too wide on you. ---------- i am normally a m or l in retailer tops  and went with the m  and i have very large biceps. if you're broad-shouldered but have smaller arms  i would recommended sizing down a size. ---------- i have a very long torso and didn't find this to be too short...but i love jeans with a 10"" rise. if you are going to pair this with low or medium (8.5"") rise jeans  then yes  you will",Knits
0,Like the idea of this shirt so much. but the neckline was still way too low- the top of my bra was visible. wishing the under layer really covered as no way i'm going to another layer to an already layered shirt. might just be my body type  so might work for someone else  but sending back.,Knits
0,I saw this top on sale and tried it on right away. my normal medium was too big  so i purchased the small in the rose color. wore it with a shimmery kimono and cream colored pilcro boyfriend jeans. wow  what an outfit!!!!  then i washed it according to directions  and sadly it shrunk into a crop peplum tank. i was so disappointed. i wished i had read the reviews beforehand.,Knits
0,I got this shirt and loved it so much the first time i wore it. it swings well and is an easy basic that looks great. however  after i washed it the first time  it became clingy and stuck to me and doesn't lie right. it's such a shame because i was thrilled with this as an addition to my wardrobe!,Knits
1,"I love this top which gives you the look of a blouse but the ease of a t-shirt! the sky blue color is spectacular. the details of this top are beautiful and very flattering! i am tall at 5'8"" and it was plenty long enough. i ordered my typical size s and it was perfect. it is cut to follow the lines of the body. i can't wait until the spring so i can wear it! it would be great if it was available in more colors.",Knits
1,So versatile and comfortable. i plan adding this into my rotation year round under a jacket or cardigan during the colder months. if you prefer baggier fit  i would suggest going up a size.,Knits
1,This top is soft  flattering  modest enough to wear to work  but subtly sexy (and i'm amply endowed at 36d). i just wish i'd gotten one in every color.,Knits
1,Comfortable but if you put in the dryer  even on low it will shrink a little so beware,Knits
1,I bought this a little ago in the denim color. it has become a favorite so much that i bought another in white.,Knits
1,Beautiful piece! the model actually doesn't do this piece justice. it is stunning. a light  yet quality fabric that drapes effortlessly and ties comfortably. great with a white tee and sllm jeans. runs ever so slighty large  but i took my normal size (xs) and for the type of piece it is  it works.,Knits
1,I just purchased this adorable top at my local retailer store  not really expecting to find anything  i saw this one so i tried it on in my usual size small and it fit me perfectly (34d-27-35). i bought the black with the colorful print and think it's even prettier in person. it looks cute with the ties either open or closed and the material is nice and soft. also  the arm holes aren't too large which is always a nice plus:),Knits
1,Nice fit  wish it was a little longer but i really do like it and feel good when i wear it,Knits
1,I love this top- it's loose and flowy  yet flattering  and the colors are fun. the armholes are cut a little low  so a cami is necessary. after one wash and lay flat dry  the wrinkling is substantial. hope i can steam it back to its normal shape.,Knits
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
1,There's something special about this tank that makes it uber-flattering. the fabric is perfect  the colors (green and fuchsia) are spot-on gorgeous and brightening  and the cut (length  wide straps  and scooped neckline) make this the perfect staple. it flattered my figure  skin color  and really hid my flaws. i wish i could get away with wearing this every day...,Layering
1,"Looking for the perfect camisole that smooths the flab  keeps you warm or cool as appropriate  doesn't ride up  and looks good? this is it! it takes a bit of extra effort to get this cami over your head and pulled down  but once you do  you say ""ahhh!"" it feels good and is a blessing--a seamless bit of control of middle-age  middle-body flab. for sizing: i wear a size 4 in most clothes  and in this cami  i can wear a small/medium or a medium/large. the former pulls in more  but the later gives m",Layering
1,Love this top! i'm 5'7  145 pounds  athletic build  and the medium falls slightly loosely and very nicely over my hips. it is quite low cut  so i wear a tank under it in a professional environment  but it's fine to wear sans tank top in a more casual setting. i really love the back  as the straps are sexy and show off my shoulders. the material seems to be good quality  and i would order this in more colors if it were available!,Layering
1,This is great  lightweight top layer that's just right for the little evening chill in the summer when the sun goes down  or on a breezy day. it's sheer  so it requires a bottom layer. the medium fits a little tighter across the shoulders and arms for me than it shows on the model  which i like.,Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
1,These t-shirts by pure + good are buttery soft and so flattering. they are just loose enough to drape beautifully and the detailing at the neckline takes them just a step above basic tee. i have 2 from last year  machine washed many many times (on delicate cycle) and they still look almost new. i was hoping to pick up a couple more but they're gone! please retailer  bring these tees back!! i would kill for that beautiful dark blue...,Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
1,"I love this dress. i'm 5'8"" and it fits me exactly like the model in the picture. i have slim hips and waist  so that helps. i don't think this would be as flattering on someone curvy. i wish it came in another color i like  i would absolutely buy in another color. i got a medium and it fits like a glove.",Layering
1,I ordered the black (not yet available ) through my store  as the xs was too big  and we tried ordering xs petite but it was not yet available. so we ordered xxs. (i am 115lbs). it fits nicely  but - as mentioned in previous review - it is thin. not see through in black  but thin. cut is nice though  i still think petite would fit me better i n length  but xxs was good... got a think if i will keep or not as htis is a nice summer basic...,Layering
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
1,I wanted these leggings to wear under dresses during winter to keep my legs warm. they get the job done and for an incredible price. they are soft and lined with fleece on the inside. i'm not sure the ribbing on the black is necessary but it's subtle and i don't mind it. they are a tad long on my petite frame but since i intend to tuck them into boots  the length not a problem. my only quibble is that my first pair arrived with three snags on one leg. retailer kindly sent me a new pair for,Legwear
1,My new favorite piece of loungewear. super cute and comfortable.,Legwear
1,"I ordered both the black & the dark grey  the dark grey arrived first! they are very comfortable & flattering! there is a nice thigh slimming effect. i purchased the size small  regular length & they hit me at my ankle (5 5""  130lbs)  i can't wait for the second pair to arrive!",Legwear
1,These tights are light but at the same time super cozy. definitely cut and sewn as tights and not meant to be worn as leggings -- they're really sheer around your rump. i've worn them around the house with oversized t-shirts and long sweaters. would only wear out of the house with a dress or serious coverage  despite what i thought when i bought them. i wish they were available in a few more colors. worth the sale price.,Legwear
1,Great fabric.  nice legging  substantial fabric  more structured than a typical legging.,Legwear
1,Soft  versatile comfort. what more could you want in a legging?,Legwear
1,The raspberry color is really stunning! i have been looking for colored tights for a while and had difficulty finding really rich colors. i was thrilled when i saw these! i've worn them once so far. very comfortable and seem like they will last.,Legwear
1,Soft pretty socks. a little big if you have smaller feet. i'm a size 7.5  and they are a tad too big but still comfortable.,Legwear
1,These tights are awesome! i bought three pairs. they give a nice casual look to some of my multi-season dresses.,Legwear
-1,I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric  and for a white/lightly striped dress  not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry  holes started appearing everywhere  both on the cream ribbed hem in the front bottom and all across the chest  in the white part of the fabric only (it looks like the black stripes are holding the holes toget,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,Tried this twice in yellow because for the price it seems like it would be such a useful piece  but the quality is below average for an retailer dress. it's just a shapeless  thin  beach cover-up that i could've picked up anywhere. the yellow color is so cute though. if you're looking for a light  breezy  go-to-the-beach dress that you can shove in a bag with your towel  this might be good for you  but it's too thin for just about anything else.,Lounge
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
